,Carrier Code,Date (MM/DD/YYYY),Flight Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Taxi-In time (Minutes),Delay Carrier (Minutes)_x,Delay Weather (Minutes)_x,Delay National Aviation System (Minutes)_x,Delay Security (Minutes)_x,Delay Late Aircraft Arrival (Minutes)_x,scheduled_arrival_time,actual_arrival_time,date_x,date_time_x,app_temp_x,dewpt_x,precip_rate_x,rh_x,temp_x,uv_x,vis_x,weather.code_x,wind_gust_spd_x,wind_spd_x,timestamp_local_x,snow_rate_x,key_x,date_time_map_x,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Taxi-Out time (Minutes),Delay Carrier (Minutes)_y,Delay Weather (Minutes)_y,Delay National Aviation System (Minutes)_y,Delay Security (Minutes)_y,Delay Late Aircraft Arrival (Minutes)_y,scheduled_departure_time,actual_departure_time,date_y,date_time_y,app_temp_y,dewpt_y,precip_rate_y,rh_y,temp_y,uv_y,vis_y,weather.code_y,wind_gust_spd_y,wind_spd_y,timestamp_local_y,snow_rate_y,key_y,date_time_map_y,diff
856,UA,03/22/2020,561,ORD,00:06,00:00,111,0,0,0,0,0,0,0,0,2020-03-22 00:06:00,2020-03-22 00:00:00,2020-03-22,2020-03-22 00:06:00,-7.7,-13.0,0.0,51,-4.4,0.0,16,802,6.0,2.1,2020-03-22 00:00:00,0.0,SYR,2020-03-22 00:00:00,SYR,21:15,00:00,111,0,0,0,0,0,0,0,0,2020-03-22 22:15:00,2020-03-22 01:00:00,2020-03-22,2020-03-22 21:15:00,-2.4,-1.1,0.5,87,0.8,0.0,2,600,3.9,2.85,2020-03-22 21:15:00,4.0,ORD,2020-03-22 21:15:00,-60.0
860,OO,03/22/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-22 14:34:00,2020-03-22 00:00:00,2020-03-22,2020-03-22 14:34:00,-0.1,-12.6,0.0,30,3.3,5.1,16,801,6.4,3.84,2020-03-22 14:30:00,0.0,SYR,2020-03-22 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-22 12:45:00,2020-03-22 01:00:00,2020-03-22,2020-03-22 11:45:00,-3.1,-6.1,0.0,56,1.7,1.8,16,804,9.7,5.7,2020-03-22 11:45:00,0.0,ORD,2020-03-22 11:45:00,-60.0
868,OO,03/23/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-23 10:55:00,2020-03-23 00:00:00,2020-03-23,2020-03-23 10:55:00,-3.9,-1.8,0.5,84,0.6,1.4,5,600,14.0,4.59,2020-03-23 11:00:00,4.0,SYR,2020-03-23 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-23 09:04:00,2020-03-23 01:00:00,2020-03-23,2020-03-23 08:04:00,-2.6,-0.8,0.0,90,0.6,0.6,7,804,4.4,2.85,2020-03-23 08:00:00,0.0,ORD,2020-03-23 08:00:00,-60.0
870,OO,03/23/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-23 14:34:00,2020-03-23 00:00:00,2020-03-23,2020-03-23 14:34:00,-5.0,-1.1,2.5,94,-0.3,1.7,0,601,10.2,4.59,2020-03-23 14:30:00,37.5,SYR,2020-03-23 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-23 12:45:00,2020-03-23 01:00:00,2020-03-23,2020-03-23 11:45:00,0.0,-1.8,0.0,75,2.2,1.8,16,804,3.4,2.1,2020-03-23 11:45:00,0.0,ORD,2020-03-23 11:45:00,-60.0
872,OO,03/23/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-23 17:55:00,2020-03-23 00:00:00,2020-03-23,2020-03-23 17:55:00,-5.5,-1.7,1.0,88,0.0,0.6,8,600,6.4,6.2,2020-03-23 18:00:00,15.0,SYR,2020-03-23 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-23 16:06:00,2020-03-23 01:00:00,2020-03-23,2020-03-23 15:06:00,4.4,0.9,0.0,71,5.8,2.4,16,804,4.4,1.9,2020-03-23 15:00:00,0.0,ORD,2020-03-23 15:00:00,-60.0
877,AA,03/23/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-03-23 21:40:00,2020-03-23 00:00:00,2020-03-23,2020-03-23 21:40:00,-4.2,-1.7,0.0,88,0.0,0.0,8,804,4.6,3.84,2020-03-23 21:45:00,0.0,SYR,2020-03-23 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-03-23 19:54:00,2020-03-23 01:00:00,2020-03-23,2020-03-23 18:54:00,5.3,0.6,0.0,65,6.7,0.7,16,804,2.8,2.1,2020-03-23 19:00:00,0.0,ORD,2020-03-23 19:00:00,-60.0
882,OO,03/24/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-24 14:34:00,2020-03-24 00:00:00,2020-03-24,2020-03-24 14:34:00,1.0,-1.8,0.0,69,3.3,1.7,16,804,6.0,2.35,2020-03-24 14:30:00,0.0,SYR,2020-03-24 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-24 12:45:00,2020-03-24 01:00:00,2020-03-24,2020-03-24 11:45:00,3.8,0.4,0.0,62,7.2,2.4,16,804,9.3,5.7,2020-03-24 11:45:00,0.0,ORD,2020-03-24 11:45:00,-60.0
883,OO,03/24/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-24 17:55:00,2020-03-24 00:00:00,2020-03-24,2020-03-24 17:55:00,5.1,-1.9,0.0,66,3.9,0.6,16,804,2.4,0.4,2020-03-24 18:00:00,0.0,SYR,2020-03-24 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-24 16:06:00,2020-03-24 01:00:00,2020-03-24,2020-03-24 15:06:00,9.0,-1.7,0.0,47,9.0,1.6,16,804,6.8,2.6,2020-03-24 15:00:00,0.0,ORD,2020-03-24 15:00:00,-60.0
887,UA,03/24/2020,1643,ORD,20:52,00:00,112,0,0,0,0,0,0,0,0,2020-03-24 20:52:00,2020-03-24 00:00:00,2020-03-24,2020-03-24 20:52:00,-0.2,-1.6,0.0,76,2.2,0.0,16,804,3.2,2.32,2020-03-24 20:45:00,0.0,SYR,2020-03-24 20:45:00,SYR,18:00,00:00,112,0,0,0,0,0,0,0,0,2020-03-24 19:00:00,2020-03-24 01:00:00,2020-03-24,2020-03-24 18:00:00,3.4,0.5,0.0,65,6.5,0.7,16,804,6.4,4.72,2020-03-24 18:00:00,0.0,ORD,2020-03-24 18:00:00,-60.0
891,OO,03/25/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-25 10:55:00,2020-03-25 00:00:00,2020-03-25,2020-03-25 10:55:00,-0.6,-2.2,0.5,67,3.3,1.5,16,804,8.4,4.59,2020-03-25 11:00:00,0.0,SYR,2020-03-25 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-25 09:04:00,2020-03-25 01:00:00,2020-03-25,2020-03-25 08:04:00,2.8,0.4,0.0,86,2.5,1.9,8,800,5.2,0.65,2020-03-25 08:00:00,0.0,ORD,2020-03-25 08:00:00,-60.0
894,OO,03/25/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-25 14:34:00,2020-03-25 00:00:00,2020-03-25,2020-03-25 14:34:00,3.3,0.2,0.0,63,6.7,2.3,16,804,8.8,5.4,2020-03-25 14:30:00,0.0,SYR,2020-03-25 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-25 12:45:00,2020-03-25 01:00:00,2020-03-25,2020-03-25 11:45:00,11.1,3.9,0.0,61,11.1,5.0,16,802,7.1,4.59,2020-03-25 11:45:00,0.0,ORD,2020-03-25 11:45:00,-60.0
895,OO,03/25/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-25 17:55:00,2020-03-25 00:00:00,2020-03-25,2020-03-25 17:55:00,8.3,1.7,0.0,63,8.3,0.8,16,804,5.7,5.7,2020-03-25 18:00:00,0.0,SYR,2020-03-25 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-25 16:06:00,2020-03-25 01:00:00,2020-03-25,2020-03-25 15:06:00,13.9,4.8,0.0,54,13.9,2.4,16,804,9.6,4.5,2020-03-25 15:00:00,0.0,ORD,2020-03-25 15:00:00,-60.0
899,UA,03/25/2020,1643,ORD,20:52,00:00,112,0,0,0,0,0,0,0,0,2020-03-25 20:52:00,2020-03-25 00:00:00,2020-03-25,2020-03-25 20:52:00,3.0,0.7,0.0,71,5.5,0.0,16,803,5.5,3.22,2020-03-25 20:45:00,0.0,SYR,2020-03-25 20:45:00,SYR,18:00,00:00,112,0,0,0,0,0,0,0,0,2020-03-25 19:00:00,2020-03-25 01:00:00,2020-03-25,2020-03-25 18:00:00,12.2,5.6,0.0,64,12.2,0.7,16,804,7.6,4.47,2020-03-25 18:00:00,0.0,ORD,2020-03-25 18:00:00,-60.0
900,AA,03/25/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-03-25 21:40:00,2020-03-25 00:00:00,2020-03-25,2020-03-25 21:40:00,2.5,0.5,0.0,75,4.5,0.0,16,804,5.9,2.35,2020-03-25 21:45:00,0.0,SYR,2020-03-25 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-03-25 19:54:00,2020-03-25 01:00:00,2020-03-25,2020-03-25 18:54:00,12.2,6.0,0.0,66,12.2,0.7,16,804,6.4,4.09,2020-03-25 19:00:00,0.0,ORD,2020-03-25 19:00:00,-60.0
903,OO,03/26/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-26 10:55:00,2020-03-26 00:00:00,2020-03-26,2020-03-26 10:55:00,9.4,2.7,0.0,63,9.4,1.9,16,804,8.8,2.6,2020-03-26 11:00:00,0.0,SYR,2020-03-26 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-26 09:04:00,2020-03-26 01:00:00,2020-03-26,2020-03-26 08:04:00,9.3,6.9,0.5,85,9.3,0.6,14,804,3.2,1.12,2020-03-26 08:00:00,0.0,ORD,2020-03-26 08:00:00,-60.0
905,OO,03/26/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-26 14:34:00,2020-03-26 00:00:00,2020-03-26,2020-03-26 14:34:00,16.6,4.3,0.0,44,16.6,2.3,16,804,10.0,4.34,2020-03-26 14:30:00,0.0,SYR,2020-03-26 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-26 12:45:00,2020-03-26 01:00:00,2020-03-26,2020-03-26 11:45:00,7.8,3.8,0.0,76,7.8,1.9,16,804,9.3,7.2,2020-03-26 11:45:00,0.0,ORD,2020-03-26 11:45:00,-60.0
906,OO,03/26/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-26 17:55:00,2020-03-26 00:00:00,2020-03-26,2020-03-26 17:55:00,16.7,3.7,0.0,42,16.7,0.6,16,804,6.0,3.6,2020-03-26 18:00:00,0.0,SYR,2020-03-26 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-26 16:06:00,2020-03-26 01:00:00,2020-03-26,2020-03-26 15:06:00,2.1,2.8,0.0,80,6.0,1.6,16,804,9.6,6.07,2020-03-26 15:00:00,0.0,ORD,2020-03-26 15:00:00,-60.0
910,UA,03/26/2020,1643,ORD,20:52,00:00,112,0,0,0,0,0,0,0,0,2020-03-26 20:52:00,2020-03-26 00:00:00,2020-03-26,2020-03-26 20:52:00,12.4,5.3,0.5,62,12.4,0.0,16,804,5.2,5.05,2020-03-26 20:45:00,0.0,SYR,2020-03-26 20:45:00,SYR,18:00,00:00,112,0,0,0,0,0,0,0,0,2020-03-26 19:00:00,2020-03-26 01:00:00,2020-03-26,2020-03-26 18:00:00,1.6,2.0,0.0,82,4.8,0.6,16,804,8.4,4.09,2020-03-26 18:00:00,0.0,ORD,2020-03-26 18:00:00,-60.0
911,AA,03/26/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-03-26 21:40:00,2020-03-26 00:00:00,2020-03-26,2020-03-26 21:40:00,10.4,6.4,0.75,76,10.4,0.0,16,500,5.5,3.75,2020-03-26 21:45:00,0.0,SYR,2020-03-26 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-03-26 19:54:00,2020-03-26 01:00:00,2020-03-26,2020-03-26 18:54:00,1.1,2.1,0.0,85,4.4,0.5,16,804,8.4,4.09,2020-03-26 19:00:00,0.0,ORD,2020-03-26 19:00:00,-60.0
914,OO,03/27/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-27 10:55:00,2020-03-27 00:00:00,2020-03-27,2020-03-27 10:55:00,1.1,-0.7,0.0,72,3.9,1.5,16,804,6.0,3.1,2020-03-27 11:00:00,0.0,SYR,2020-03-27 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-27 09:04:00,2020-03-27 01:00:00,2020-03-27,2020-03-27 08:04:00,0.7,2.9,0.0,88,4.7,0.6,5,804,6.8,5.67,2020-03-27 08:00:00,0.0,ORD,2020-03-27 08:00:00,-60.0
916,OO,03/27/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-27 14:34:00,2020-03-27 00:00:00,2020-03-27,2020-03-27 14:34:00,7.9,-0.1,0.0,57,7.9,4.0,16,803,8.0,3.6,2020-03-27 14:30:00,0.0,SYR,2020-03-27 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-27 12:45:00,2020-03-27 01:00:00,2020-03-27,2020-03-27 11:45:00,8.9,6.0,0.0,82,8.9,1.9,6,804,8.6,4.09,2020-03-27 11:45:00,0.0,ORD,2020-03-27 11:45:00,-60.0
918,OO,03/27/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-27 17:55:00,2020-03-27 00:00:00,2020-03-27,2020-03-27 17:55:00,10.0,-0.8,0.0,47,10.0,2.0,16,800,5.6,4.09,2020-03-27 18:00:00,0.0,SYR,2020-03-27 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-27 16:06:00,2020-03-27 01:00:00,2020-03-27,2020-03-27 15:06:00,8.1,5.9,0.0,86,8.1,1.6,9,804,9.6,4.96,2020-03-27 15:00:00,0.0,ORD,2020-03-27 15:00:00,-60.0
922,UA,03/27/2020,1643,ORD,20:52,00:00,112,0,0,0,0,0,0,0,0,2020-03-27 20:52:00,2020-03-27 00:00:00,2020-03-27,2020-03-27 20:52:00,5.7,-0.7,0.0,70,4.3,0.0,16,801,2.6,0.37,2020-03-27 20:45:00,0.0,SYR,2020-03-27 20:45:00,SYR,18:00,00:00,112,0,0,0,0,0,0,0,0,2020-03-27 19:00:00,2020-03-27 01:00:00,2020-03-27,2020-03-27 18:00:00,7.6,5.7,0.0,88,7.6,0.6,9,804,9.2,4.84,2020-03-27 18:00:00,0.0,ORD,2020-03-27 18:00:00,-60.0
927,OO,03/28/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-28 10:55:00,2020-03-28 00:00:00,2020-03-28,2020-03-28 10:55:00,3.8,-1.3,0.0,59,6.1,1.5,16,804,10.0,3.1,2020-03-28 11:00:00,0.0,SYR,2020-03-28 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-28 09:04:00,2020-03-28 01:00:00,2020-03-28,2020-03-28 08:04:00,4.8,6.0,1.5,92,7.2,0.6,3,500,8.4,3.6,2020-03-28 08:00:00,0.0,ORD,2020-03-28 08:00:00,-60.0
929,OO,03/28/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-28 14:34:00,2020-03-28 00:00:00,2020-03-28,2020-03-28 14:34:00,4.5,4.9,2.0,85,7.2,1.8,11,500,9.0,4.09,2020-03-28 14:30:00,0.0,SYR,2020-03-28 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-28 12:45:00,2020-03-28 01:00:00,2020-03-28,2020-03-28 11:45:00,10.0,8.3,0.5,89,10.0,1.9,13,804,7.0,3.1,2020-03-28 11:45:00,0.0,ORD,2020-03-28 11:45:00,-60.0
931,OO,03/28/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-28 17:55:00,2020-03-28 00:00:00,2020-03-28,2020-03-28 17:55:00,7.8,5.4,0.5,85,7.8,0.6,6,804,10.0,5.7,2020-03-28 18:00:00,0.0,SYR,2020-03-28 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-28 16:06:00,2020-03-28 01:00:00,2020-03-28,2020-03-28 15:06:00,15.7,12.8,0.0,83,15.7,2.1,16,804,7.6,3.72,2020-03-28 15:00:00,0.0,ORD,2020-03-28 15:00:00,-60.0
935,AA,03/28/2020,1662,ORD,21:40,00:00,106,0,0,0,0,0,0,0,0,2020-03-28 21:40:00,2020-03-28 00:00:00,2020-03-28,2020-03-28 21:40:00,2.7,4.4,0.5,88,6.3,0.0,7,804,9.2,5.42,2020-03-28 21:45:00,0.0,SYR,2020-03-28 21:45:00,SYR,18:54,00:00,106,0,0,0,0,0,0,0,0,2020-03-28 19:54:00,2020-03-28 01:00:00,2020-03-28,2020-03-28 18:54:00,8.9,7.7,0.5,92,8.9,0.5,11,804,8.8,4.09,2020-03-28 19:00:00,0.0,ORD,2020-03-28 19:00:00,-60.0
937,OO,03/29/2020,3180,ORD,10:55,00:00,111,0,0,0,0,0,0,0,0,2020-03-29 10:55:00,2020-03-29 00:00:00,2020-03-29,2020-03-29 10:55:00,10.0,7.1,0.5,82,10.0,1.6,14,804,11.1,6.7,2020-03-29 11:00:00,0.0,SYR,2020-03-29 11:00:00,SYR,08:04,00:00,111,0,0,0,0,0,0,0,0,2020-03-29 09:04:00,2020-03-29 01:00:00,2020-03-29,2020-03-29 08:04:00,7.8,4.4,0.0,79,7.8,0.6,13,804,16.0,8.8,2020-03-29 08:00:00,0.0,ORD,2020-03-29 08:00:00,-60.0
939,OO,03/29/2020,3184,ORD,14:34,00:00,109,0,0,0,0,0,0,0,0,2020-03-29 14:34:00,2020-03-29 00:00:00,2020-03-29,2020-03-29 14:34:00,13.5,9.0,0.5,74,13.5,1.8,16,804,9.6,6.7,2020-03-29 14:30:00,0.0,SYR,2020-03-29 14:30:00,SYR,11:45,00:00,109,0,0,0,0,0,0,0,0,2020-03-29 12:45:00,2020-03-29 01:00:00,2020-03-29,2020-03-29 11:45:00,7.8,2.1,0.0,67,7.8,2.0,16,804,22.7,11.3,2020-03-29 11:45:00,0.0,ORD,2020-03-29 11:45:00,-60.0
940,OO,03/29/2020,3175,ORD,17:55,00:00,109,0,0,0,0,0,0,0,0,2020-03-29 17:55:00,2020-03-29 00:00:00,2020-03-29,2020-03-29 17:55:00,13.9,9.9,0.5,77,13.9,0.6,14,804,16.8,3.6,2020-03-29 18:00:00,0.0,SYR,2020-03-29 18:00:00,SYR,15:06,00:00,109,0,0,0,0,0,0,0,0,2020-03-29 16:06:00,2020-03-29 01:00:00,2020-03-29,2020-03-29 15:06:00,8.9,2.0,0.0,62,8.9,1.6,16,804,24.2,13.37,2020-03-29 15:00:00,0.0,ORD,2020-03-29 15:00:00,-60.0
944,UA,03/29/2020,2039,ORD,20:48,00:00,108,0,0,0,0,0,0,0,0,2020-03-29 20:48:00,2020-03-29 00:00:00,2020-03-29,2020-03-29 20:48:00,13.6,8.9,0.625,73,13.6,0.0,16,500,7.9,6.92,2020-03-29 20:45:00,0.0,SYR,2020-03-29 20:45:00,SYR,18:00,00:00,108,0,0,0,0,0,0,0,0,2020-03-29 19:00:00,2020-03-29 01:00:00,2020-03-29,2020-03-29 18:00:00,8.8,1.7,0.0,61,8.8,0.6,16,804,16.9,9.02,2020-03-29 18:00:00,0.0,ORD,2020-03-29 18:00:00,-60.0
